word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
10-o-methylangustoline,,,10-o-甲基莨斯特林碱,,,,,0,0,,,
10-silicotungstic acid,,,10-硅钨酸；硅十钨酸,,,,,0,0,,,
10-undecen-1-al,,,10-十一烯-1-醛,,,,,0,0,,,
10-undecen-1-ol,,,10-十一烯-1-醇,,,,,0,0,,,
1000 kernel weight,,,[粮食] 千粒重,,,,,0,0,,,
10000,,,[电话] 中国电信,,,,,0,0,s:10000s,,
10000s,,,[电话] 中国电信\n(10000 的复数),,,,,0,0,0:10000/1:s,,
1000base-t,,,1000Base-T 技术 (使用UTP线的基频传输之乙太网路),,,,,0,0,,,
1000Base-x,,,1000Base-x 乙太网路规格,,,,,0,0,,,
10010,,,[电话] 中国联通,,,,,0,0,,,
100base-cx,,,100 Mbps 基频铜缆（乙太网路）,,,,,0,0,,,
100base-fx,,,100Base-FX 乙太网路规格,,,,,0,0,,,
100base-t4,,,100Base-T4 乙太网路规格,,,,,0,0,,,
100base-vg-anylan,,,100Base-VG-AnyLan 乙太网路规格,,,,,0,0,,,
100base-x,,,100 Mbps 基频光缆（乙太网路）,,,,,0,0,,,
100Base-xx,,,100Base-xx 乙太网路规格（光纤电缆）,,,,,0,0,,,
100m haul,,,100 公尺的搬运,,,,,0,0,,,
100m length from the free ends,,,两端 100 公尺长度,,,,,0,0,,,
100m length from the free joints,,,两端 100 公尺长度,,,,,0,0,,,
100vg-anylan,,,100VG-AnyLAN 规格,,,,,0,0,,,
1024 exabytes,,,zeta 位元组,,,,,0,0,,,
1024 petabytes,,,1024 千兆位元组,,,,,0,0,,,
1024 terrabytes,,,1024 兆位元组,,,,,0,0,,,
1024 zettabytes,,,二的 80 次方位元组；1024 十亿兆位元组,,,,,0,0,,,
10275-S,,,[=epithiostanol]环硫雄醇,,,,,0,0,,,
103PD,,,103钯,,,,,0,0,,,
104-key keyboard,,,104 键键盘,,,,,0,0,,,
109PD,,,109钯,,,,,0,0,,,
10b-loaded emulsion,,,"载硼10乳胶, 加硼10乳胶",,,,,0,0,,,
10base-2 ethernet,,,10base-2 乙太网路规格,,,,,0,0,,,
10base-fb,,,10Base-FB 乙太网路规格,,,,,0,0,,,
10base-fl,,,10Base-FL 乙太网路规格,,,,,0,0,,,
10base-fp,,,10Base-FP 乙太网路规格,,,,,0,0,,,
10Base-n,,,10Base-n 乙太网路规格,,,,,0,0,,,
10base2,,,10base2规格,,,,,0,0,,,
10base5,,,10base5规格,,,,,0,0,,,
10broad36,,,10broad36规格,,,,,0,0,,,
11 years cycle,,,[天] １１年周期,,,,,0,0,,,
11-Bromovincamine,,,溴长春胺,,,,,0,0,,,
11-cis-retinol,,,11-顺视黄醇,,,,,0,0,,,
11-cisretinal,,,11-顺视黄醛,,,,,0,0,,,
11-deacetoxywortmannin,,,11-去乙酰氧基屋曼青霉素,,,,,0,0,,,
11-dehydro-17-hydroxy-corticosterone,,,"11-脱氢-17-羟皮质酮,可的松",,,,,0,0,,,
11-dehydro-17-hydroxycorticosterone,,,"11-脱氢-17-羟皮质酮,可的松,皮质酮",,,,,0,0,,,
11-dehydrocorticosterone,,,11-去氢皮质酮,,,,,0,0,,,
11-Deoxoiervine,,,去氧芥芬胺,,,,,0,0,,,
11-Deoxy-17-ketosteroids,,,11-脱氧-17-酮类固醇类,,,,,0,0,,,
11-deoxycorticosterone,,,"11-脱氧皮质固酮,11-脱氧皮质酮",,,,,0,0,,,
11-Deoxycortisol,,,11-脱氧皮质甾醇,,,,,0,0,,,
11-deoxyhydrocortisone,,,"11-去氧氢化可的松,11-去氧皮醇",,,,,0,0,,,
11-Desmethoxyreserpine,,,"去甲氧利血平,11-去甲氧基利血平",,,,,0,0,,,
11-desoxy-17-hydroxycorticosterone,,,"化合物S,11-脱氧-17-羟皮质酮",,,,,0,0,,,
11-desoxy-17-oxosteroid,,,11-脱氧-17-氧代类固醇,,,,,0,0,,,
11-desoxycorticosterone,,,11-脱氧皮质固酮,,,,,0,0,,,
11-desoxycorticosterone (doc),,,11-去氧皮质固酮,,,,,0,0,,,
11-Desoxycortisone,,,11-脱氧皮质酮,,,,,0,0,,,
11-Dooxycorticosterone,,,11-去氧皮甾酮,,,,,0,0,,,
11-Hydroxyandrosterone,,,11-羟雄甾酮,,,,,0,0,,,
11-hydroxycorticosteroids,,,11-羟基皮质甾醇类,,,,,0,0,,,
11-Hydroxyetiocholanolone,,,11-羟还原尿睾酮,,,,,0,0,,,
11-ketoetiocholanolone,,,"11-酮本胆固烷酮,11-酮本胆烷醇酮",,,,,0,0,,,
11-Ketopregnanetriol,,,11-酮孕三醇,,,,,0,0,,,
11-ketoprogesterone,,,11-酮孕酮,,,,,0,0,,,
11-OCS,,,[=11-oxy-corticosteroid]11-氧-皮质类固醇,,,,,0,0,,,
11-OHP,,,[=11β-hydroxyprogesterone]11β-羟孕酮,,,,,0,0,,,
11-Oxy-17-ketosteroids,,,11-氧-17-酮类固醇类,,,,,0,0,,,
11-oxy-corticosteroid,,,11-氧-皮质类固醇,,,,,0,0,,,
11-Oxy-etiocholanolone,,,11-氧-本胆烷醇酮,,,,,0,0,,,
11-oxy-steroid,,,11-氧-类固醇,,,,,0,0,,,
11-Oxycorticosteroids,,,11-氧皮质类固醇类,,,,,0,0,,,
11-Oxycorticosterone,,,11-氧皮质酮,,,,,0,0,,,
11-Oxysteroids,,,11-氧类固醇类,,,,,0,0,,,
110,,,[电话] 匪警,,,,,0,0,,,
110 block,,,110 段,,,,,0,0,,,
110 camera,,,[摄] １１０照相机,,,,,0,0,,,
111IN,,,111铟,,,,,0,0,,,
113mIn-DTPA,,,铟(113In)-二乙三胺五醋酸,,,,,0,0,,,
113mIn-DTPMP,,,铟(113In)-二乙撑三胺五甲撑膦酸,,,,,0,0,,,
113mIn-EDTMP,,,铟(113In)-二乙胺四甲撑膦酸,,,,,0,0,,,
113mIn-HSA,,,铟(113In)-人血清白蛋白,,,,,0,0,,,
113mIn-MAA,,,铟(113In)大颗粒聚合白蛋白,,,,,0,0,,,
114,,,[电话] 电话查号,,,,,0,0,,,
114IN,,,114铟,,,,,0,0,,,
119,,,[电话] 火警,,,,,0,0,,,
12(R)-HETrE,,,"[=12(R)-hydroxy-5,8,14(Z,Z,Z)-eicosatrienoic acid]12(R)-5,8,14(Z,Z,Z)二十碳三烯酸",,,,,0,0,,,
12-(OH)2CC,,,"[=12-hydroxy-cholecalciferol]12-羟胆骨化醇,12-羟维生素D3",,,,,0,0,,,
12-aminododecanoic acid,,,12-胺十二碳酸,,,,,0,0,,,
12-bit fat,,,12-位元档案配置表,,,,,0,0,,,
12-crown-4,,,12-冠(醚)-4,,,,,0,0,,,
12-deoxy-16-hydroxyphorbol,,,12-去氧-16-羟基大戟醇,,,,,0,0,,,
12-Deoxyphorbol,,,12-去氧大戟二萜醇,,,,,0,0,,,
12-Epirockogenin,,,12-表洛柯皂苷元,,,,,0,0,,,
12-hydroxy-cholecalciferol,,,"12-羟胆骨化醇,12-羟维生素D3",,,,,0,0,,,
12-hydroxyoleic acid,,,[有机化学] １２－羟（基）油酸,,,,,0,0,,,
12-hydroxypachyrrhizone,,,12-羟基豆薯酮,,,,,0,0,,,
12-Lipoxygenase,,,12-脂氧合酶,,,,,0,0,,,
12-Methoxyibogamine,,,12-甲氧伊波格碱,,,,,0,0,,,
12-N-acetyllysine,,,12-N-乙酰赖氨酸,,,,,0,0,,,
12-o-tetradecanoylphorbol-13-acetate,,,12-o-十四烷酰佛波醋酸酯-13,,,,,0,0,,,
12-Oxoarundoin,,,12-氧芦竹素,,,,,0,0,,,
12-silicotungstic acid,,,12-硅钨酸；硅十二钨酸,,,,,0,0,,,
12-tricosanone,,,"12-二十三酮, 月桂酮-[12];二十三酮-[12]",,,,,0,0,,,
12-tungstosilicic acid,,,12-钨硅酸；硅十二钨酸,,,,,0,0,,,
120,,,[电话] 急救中心,,,,,0,0,s:120s,,
120 1b/yd,,,120 磅／码钢轨,,,,,0,0,,,
120 camera,,,[摄] １２０照相机,,,,,0,0,,,
120-1b rail,,,120 磅钢轨,,,,,0,0,,,
120s,,,[电话] 急救中心\n(120 的复数),,,,,0,0,0:120/1:s,,
1211 extinguishing agent,,,[安全] １２１１灭火剂,,,,,0,0,,,
12117,,,[电话] 报时,,,,,0,0,,,
12121,,,[电话] 天气预报,,,,,0,0,,,
122,,,[电话] 道路交通事故报警,,,,,0,0,,,
122SB,,,122锑,,,,,0,0,,,
12315,,,[电话] 消费者投诉举报,,,,,0,0,,,
12345,,,[电话] 消费者投诉举报,,,,,0,0,,,
124,,,[电话] 巴哈马国电话区位码,,,,,0,0,,,
124SB,,,124锑,,,,,0,0,,,
125-SPA,,,[=125 labelled SPA]125碘标记的葡葡球菌A蛋白,,,,,0,0,,,
125-TBII,,,[=125-TSH binding inhibitor immunoglobulin]碘125(标记)促甲状腺激素结合抑制免疫球蛋白,,,,,0,0,,,
125I-HSA,,,[=iodinated 125I human serum albumin]放射性125碘人血清白蛋白,,,,,0,0,,,
125I-UDR,,,[=125I-uridine deoxyribonucleoside]125碘标记去氧尿嘧啶核甙,,,,,0,0,,,
125SB,,,[=radioactive isotope of stibium]125锑,,,,,0,0,,,
126,,,[电话] 安提瓜和巴布达电话区位码,,,,,0,0,,,
126 camera,,,[摄] １２６照相机,,,,,0,0,,,
128,,,[电话] 英属维尔京群岛电话区位码,,,,,0,0,,,
128-bit operating systems,,,128-位元作业系统,,,,,0,0,,,
128-bit video cards,,,128-位元视讯卡,,,,,0,0,,,
129Cs,,,氯化铯[129Cs],,,,,0,0,,,
13-cis-Acitretin,,,13-顺-阿维A,,,,,0,0,,,
13-cis-retinoic,,,13-顺维他命A,,,,,0,0,,,
13-cis-retinoic acid,,,13-顺维他命A酸,,,,,0,0,,,
13-Dehydroxyindaconintine,,,13-去羟基印乌碱,,,,,0,0,,,
13-mode test cycle,,,[动力] 十三工况法,,,,,0,0,,,
13-oxyingenol,,,13-羟基内精醇,,,,,0,0,,,
1301 extinguishing agent,,,[安全] １３０１灭火剂,,,,,0,0,,,
131 i-metaiodobenzylgualudine scan,,,碘131-间碘苄胍扫描,,,,,0,0,,,
131 i-metaiodobenzylguanidine (mibg),,,碘131-间碘苄胍,,,,,0,0,,,
131I-dichloro-diphenyl-dichloroethane,,,131碘-二氯二苯二氯乙烷,,,,,0,0,,,
131I-HSA,,,[=iodinated 131I human serum albumin]放射性131碘人血清白蛋白,,,,,0,0,,,
131I-metaiodobenzylguanidine,,,131碘-间碘苄胍,,,,,0,0,,,
131I-MIBG,,,[=131I-metaiodobenzylguanidine]131碘-间碘苄胍,,,,,0,0,,,
131I-orthoiodohippurate,,,131-邻碘马尿酸,,,,,0,0,,,
131I-polyvinylpyrrolidone,,,131碘-聚乙烯吡咯烷酮,,,,,0,0,,,
131I-PVP,,,[=131I-polyvinylpyrrolidone]131碘-聚乙烯吡咯烷酮,,,,,0,0,,,
131I-RB,,,[=131I-rose bengal]131碘-玫瑰红,,,,,0,0,,,
131IDDD,,,[=131I-dichloro-diphenyl-dichloroethane]131碘-二氯二苯二氯乙烷,,,,,0,0,,,
131IMAA,,,[=iodinated microaggregated albumin]131碘化小颗粒凝集白蛋白,,,,,0,0,,,
131IT3RUS,,,[=131I-triiodothyronine resin sponge uptake test]131碘-三碘甲状腺原氨酸树脂海绵摄取试验,,,,,0,0,,,
134,,,[电话] 开曼群岛（英）电话区位码,,,,,0,0,,,
135 camera,,,[摄] １３５照相机,,,,,0,0,,,
1394 ieee standard,,,1394 高效能串联汇流排 IEEE 标准,,,,,0,0,,,
13C-NMR,,,[=Carbon-13 NMR]碳13NMR,,,,,0,0,,,
14-Debenzoylfranchetine,,,14-去苯甲酰大度乌碱,,,,,0,0,,,
14-Deoxy-11-0xoandrographolide,,,14-去氧-11-氧代穿心莲内酯,,,,,0,0,,,
14-Deoxylagosin,,,"菲律宾菌素,菲里平",,,,,0,0,,,
14-Dihydrocodeinone,,,14-羟氢可待酮,,,,,0,0,,,
14-heptacosanol,,,14-二十七醇,,,,,0,0,,,
14-Hydroxdaunomycin,,,14-阿霉素,,,,,0,0,,,
14-Hydroxydaunomycin,,,14-表阿霉素,,,,,0,0,,,
14-Hydroxydaunorubicin,,,"14-阿霉素,14-羟基柔红霉素",,,,,0,0,,,
142PR,,,142镨,,,,,0,0,,,
143PR,,,143镨,,,,,0,0,,,
144,,,[电话] 百慕大群岛（英）电话区位码,,,,,0,0,s:144s,,
144s,,,[电话] 百慕大群岛（英）电话区位码\n(144 的复数),,,,,0,0,0:144/1:s,,
147,,,[电话] 格林纳达电话区位码,,,,,0,0,,,
147PM,,,147钷,,,,,0,0,,,
1489-RB,,,[=Pipemidic Acid]吡哌酸,,,,,0,0,,,
149PM,,,149钷,,,,,0,0,,,
14C,,,放射性碳14,,,,,0,0,,,
14c dating,,,碳-14定年法　,,,,,0,0,,,
14C-method,,,碳14法,,,,,0,0,,,
14C-triolein,,,14-碳-甘油三油酸,,,,,0,0,,,
14C-tripalmite,,,14C-甘油三软脂酸酯,,,,,0,0,,,
15'-dioxygenase,,,"β-胡萝卜素15,15'-双氧酶",,,,,0,0,,,
15-(S)-HETE,,,15-(S)-羟基花生四烯酸,,,,,0,0,,,
15-bit color,,,15-位元色彩,,,,,0,0,,,
15-crown-5,,,15-冠[醚]-5,,,,,0,0,,,
15-Deoxyspergualin,,,"脱氧精胍菌素,15-脱氧司加林",,,,,0,0,,,
15-HBC,,,[=15 Amino Acid Compound Injection]氨复命,,,,,0,0,,,
15-hydroxypentadecanoic acid lactone,,,[有机化学] １５－羟基十五（烷）酸内酯,,,,,0,0,,,
15-hydroxyprostaglandin dehydrogenase,,,15-羟前列腺素去氢酶,,,,,0,0,,,
15-hydroxysolasodine,,,15-羟基澳洲茄胺,,,,,0,0,,,
15-hydroxytomatidenol,,,15-羟基番茄烯胺,,,,,0,0,,,
15-Lipoxygenase,,,15-脂氧合酶,,,,,0,0,,,
15-ME-PGE2,,,"[=arbaprostil]甲基前列腺素E2,15甲基前列腺素E2",,,,,0,0,,,
15-mer-polylysine,,,15-聚脱氧核甙酸多聚赖氨酸,,,,,0,0,,,
15-O-methylcimigenol,,,15-O-甲升麻环氧醇,,,,,0,0,,,
151PM,,,[=radioactive isotope of promethium]151钷,,,,,0,0,,,
16 mm,,,16 毫米缩微软片,,,,,0,0,,,
16-a-OH-pregnenolone,,,16-a羟-孕烯醇酮,,,,,0,0,,,
16-acetyl-gitoxin,,,16-乙酰羟基洋地黄毒苷,,,,,0,0,,,
16-AG,,,[=16-acetyl-gitoxin]16-乙酰羟基洋地黄毒苷,,,,,0,0,,,
16-bit application,,,16位元应用,,,,,0,0,,,
16-bit computer,,,16-位元电脑,,,,,0,0,,,
16-bit graphics,,,十六位元图形,,,,,0,0,,,
16-bit microcomputer,,,16-位元微电脑,,,,,0,0,,,
16-bit operating system,,,16-位元作业系统,,,,,0,0,,,
16-bit sound card,,,16-位元音效卡,,,,,0,0,,,
16-bit word,,,16-位元字,,,,,0,0,,,
16-Carboxytotarol,,,半罗汉松酸,,,,,0,0,,,
16-episarpagine,,,16-差向蛇根精,,,,,0,0,,,
16-ethoxystrychnine,,,16-乙氧基番木鳖碱,,,,,0,0,,,
16-hentriacontanone,,,16-三十一酮,,,,,0,0,,,
16-Hydroxycolubrine,,,16-羟基可鲁勃林,,,,,0,0,,,
16-hydroxyestrone,,,16-羟雌固酮,,,,,0,0,,,
16-hydroxytriptolide,,,16-羟基雷公藤内酯醇,,,,,0,0,,,
16-Methoxystrychnine,,,16-甲氧基番木鳖碱,,,,,0,0,,,
16-Oxodelavaine,,,16-氧地不容碱,,,,,0,0,,,
16-Oxoseratenediol,,,16-氧山芝烯二醇,,,,,0,0,,,
16/32 bit computer,,,16/32位元电脑,,,,,0,0,,,
163,,,网易公司（www.163.com）,,,,,0,0,,,
163.com,,,网易,,,,,0,0,,,
164,,,[电话] 特克斯和凯科斯群岛（英）电话区位码,,,,,0,0,,,
16550A,,,16550A 收发传输器,,,,,0,0,,,
165DY,,,[=radioactive isotope of dysprosium]165镝,,,,,0,0,,,
166,,,[电话] 蒙特塞拉特（英）电话区位码,,,,,0,0,,,
167,,,[电话] 关岛（美）电话区位码,,,,,0,0,,,
16750C,,,16750C 收发传输器,,,,,0,0,,,
169Yb,,,二乙三胺五醋酸镱,,,,,0,0,,,
16AP,,,[=16 a-hydroxy-progesterone]16a羟基黄体酮,,,,,0,0,,,
16mm camera,,,[摄] １６毫米照相机,,,,,0,0,,,
16mm cinecamera,,,[电影] １６毫米摄影机,,,,,0,0,,,
16mm developing machine,,,[电影] １６毫米洗片机,,,,,0,0,,,
16mm film projector,,,[电影] １６毫米放映机,,,,,0,0,,,
16mm motion picture,,,[电影] １６毫米电影,,,,,0,0,,,
16mm motion picture printer,,,[电影] １６毫米印片机,,,,,0,0,,,
16P5,,,[=16-a OH-pregnenolone]16-a羟-孕烯醇酮,,,,,0,0,,,
16PF,,,[=16 personality factors questionnaire]16种人格因子问卷,,,,,0,0,,,
16pf(cattell's 16 personality factor questionnaire),,,卡特尔十六种人格因素测验,,,,,0,0,,,
17 Tau,,,[天] 金牛座１７,,,,,0,0,,,
17-acetylsarpagine,,,17-乙酰蛇根精,,,,,0,0,,,
17-AHPC,,,"[=hydroxyprogesterone caproate]已酸羟孕酮,已酸孕酮",,,,,0,0,,,
17-Chetovis,,,去氢表雄酮,,,,,0,0,,,
17-d,,,[=a modified yellow fever virus]一种变异的黄热病病毒,,,,,0,0,,,
17-epiestradiol,,,17-表雌二醇,,,,,0,0,,,
17-ethinyltestosterone,,,17-乙炔基睾丸酮,,,,,0,0,,,
17-ethyl-3-cis-17-androstandiol,,,17-乙基-3-顺-17-雄烷二醇,,,,,0,0,,,
17-HCS,,,[=17-hydroxycorticosteroids]17-羟皮质类固醇,,,,,0,0,,,
17-Hormoforin,,,"去氢表雄酮,去氢异雄酮",,,,,0,0,,,
17-hydorxycorticosteroids,,,17-羟皮质类固醇,,,,,0,0,,,
17-Hydrocorticosteroids,,,17-羟皮质类固醇类,,,,,0,0,,,
17-hydroxy-11-dehydro-corticosterone,,,"17-羟-11-脱氢皮质酮,可的松",,,,,0,0,,,
17-hydroxy-11-dehydrocorticosterone,,,"17-羟-11-脱氢皮质酮,17-羟-11-脱氢皮质甾酮,皮质素",,,,,0,0,,,
17-hydroxy-11-deoxycorti-costerone,,,17-羟-11-去氧皮甾酮；17-羟-11-去氧可体甾酮,,,,,0,0,,,
17-hydroxycortico-steroid,,,17-羟皮质类固醇,,,,,0,0,,,
17-hydroxycorticoids,,,"17-羟皮质激素类,17-羟皮质类固醇",,,,,0,0,,,
17-hydroxycorticosteroid,,,"17-羟皮质类固醇,17-羟皮质醇",,,,,0,0,,,
17-hydroxycorticosteroids,,,17-羟基皮质甾醇类,,,,,0,0,,,
17-hydroxycorticosteroids (17-ohcs),,,17-羟皮质类固醇,,,,,0,0,,,
17-hydroxycorticosterone,,,17-羟皮质酮,,,,,0,0,,,
17-hydroxydeoxycorticosterone,,,17-羟脱氧皮质酮,,,,,0,0,,,
17-hydroxydesoxycorticosterone,,,17-羟脱氧皮质酮,,,,,0,0,,,
17-hydroxylase,,,17-羟化酶,,,,,0,0,,,
17-hydroxyprcgesterone,,,17-羟孕酮,,,,,0,0,,,
17-Hydroxypregnenolone,,,17-羟孕烯醇酮,,,,,0,0,,,
17-Hydroxyprogesterone,,,17-羟孕酮,,,,,0,0,,,
17-hydroxyprogesterone caproate,,,17-羟助孕酮己酯,,,,,0,0,,,
17-hydroxysteroid,,,"17-羟类固醇,17-羟甾类",,,,,0,0,,,
17-hydroxysteroid dehydrogenase,,,17-羟类固醇去氧酶,,,,,0,0,,,
17-hydroxysteroids,,,17-羟皮质酮,,,,,0,0,,,
17-ketogenic steroid,,,17-生酮类固醇,,,,,0,0,,,
17-ketoreductase,,,17-酮还原酶,,,,,0,0,,,
17-ketosteroid,,,17-酮类固醇,,,,,0,0,,,
17-ketosteroid(s),,,17-酮类固醇,,,,,0,0,,,
17-ketosteroids,,,17-酮甾类,,,,,0,0,,,
17-KGS,,,[=17-ketogenic steroids]17-生酮类固醇,,,,,0,0,,,
17-kotosteroids,,,17-酮类固醇,,,,,0,0,,,
17-KR,,,[=17-ketoreductase]17-酮还原酶,,,,,0,0,,,
17-KS,,,[=17-ketosteroid]17-酮类固醇,,,,,0,0,,,
17-Methyltestosterone,,,17-甲基睾酮,,,,,0,0,,,
17-OGS,,,"[=17-oxogenic steroids]17-酮化甾族,17-酮化甾类,17-生酮类固醇",,,,,0,0,,,
17-OH,,,[=17-hydroxycorticosteroids]17-羟皮质类固醇,,,,,0,0,,,
17-ohcs,,,"[=17-hydroxycorticosteroid]17-羟皮质类固醇,17-羟皮质醇",,,,,0,0,,,
17-OHD,,,[=17-hydroxylase deficiency]17-羟化酶缺乏症,,,,,0,0,,,
17-ohp,,,[=17α-hydroxyprogesterone]17α-孕酮,,,,,0,0,,,
17-OS,,,[=17-oxosteroids]17-氧代类固醇,,,,,0,0,,,
17-Oxosteroids,,,17-羟甾类,,,,,0,0,,,
17-oxycorticosteroid,,,17-氧皮质类固醇,,,,,0,0,,,
17-Oxycorticosterone,,,17-羟皮质甾酮,,,,,0,0,,,
17-oxydehydrocorticosterone,,,17-氧脱氢皮质酮,,,,,0,0,,,
175,,,[电话] 圣卢西亚电话区位码,,,,,0,0,,,
178,,,[电话] 波多黎各自由邦（美）电话区位码,,,,,0,0,,,
17k,,,"[=17-ketosteroid]17-酮甾类,17-酮类固醇",,,,,0,0,,,
17OHS,,,[=17-hydroxysteroid]17-羟类固醇,,,,,0,0,,,
"18 Montagnes, Région",,,[地名] 18山地区 ( 科特 ),,,,,0,0,,,
18-Crown-6,,,18-冠醚-6,,,,,0,0,,,
18-Hydrocorticosterone,,,18-氢化皮质酮,,,,,0,0,,,
18-hydroxy-11-dehydrotetrahydrocorticosterone,,,18-羟-11-脱氢四氢皮质酮,,,,,0,0,,,
18-hydroxy-11-deoxycorticosterone,,,18-羟-11-脱氧皮质酮,,,,,0,0,,,
18-Hydroxy-corticosteroids,,,18-羟-皮质类固醇类,,,,,0,0,,,
18-hydroxycorticosterone,,,18-羟基皮质酮,,,,,0,0,,,
18-hydroxycortisol,,,18-羟皮质醇,,,,,0,0,,,
18-hydroxydehydrogenase,,,18-羟去氢酶,,,,,0,0,,,
18-hydroxydesoxycorticosterone,,,18-羟基脱氧皮质酮,,,,,0,0,,,
18-hydroxytetrahydroaldosterone,,,18-羟四氢醛固酮,,,,,0,0,,,
18-methyl-norgestrienone,,,18-甲基三烯炔诺亭,,,,,0,0,,,
18-Octane-diamine,,,"1,8辛二胺",,,,,0,0,,,
18-OH-DOC,,,18-羟-11-脱氧皮酮,,,,,0,0,,,
18-OHF,,,[=18-hydroxycortisol]18-羟皮质醇,,,,,0,0,,,
18-oxocortisol,,,18-氧代皮质醇,,,,,0,0,,,
18-OXOF,,,18-氧代皮质醇,,,,,0,0,,,
18-oxotetrahydrocortisol,,,18-氧代四氢皮质醇,,,,,0,0,,,
18-oxylase deficiency,,,[内科] １８－氧化酶缺乏症,,,,,0,0,,,
18-pentatriacontanone,,,18-三十五酮,,,,,0,0,,,
180,,,[电话] 牙买加电话区位码,,,,,0,0,,,
186,,,[电话] 特立尼达和多巴哥共和国电话区位码,,,,,0,0,,,
19-hydroxymappicine,,,19-羟基吗皮斯碱,,,,,0,0,,,
19-hydroxyprostaglandin,,,19-羟前列腺素,,,,,0,0,,,
19-iodocholesterol,,,19-碘胆甾醇,,,,,0,0,,,
19-iodositosterol,,,19-碘谷甾醇,,,,,0,0,,,
19-NADC,,,[=19-nortestosterone decanoate]癸酸去甲睾酮,,,,,0,0,,,
19-NAPP,,,[=19-nortestosterone phenylpropionate]苯丙酸去甲睾酮,,,,,0,0,,,
19-Norandrostanes,,,19-去甲雄烷,,,,,0,0,,,
19-norandrostenedione,,,19-去甲雄烯二酮,,,,,0,0,,,
19-Norandrostenes,,,19-去甲雄烯,,,,,0,0,,,
19-norandrosterone,,,19-去甲雄酮,,,,,0,0,,,
19-noretiocholanolone,,,19-去甲本胆烷醇酮,,,,,0,0,,,
19-nortestosterone,,,"19-去甲睾丸酮,19-去甲睾酮",,,,,0,0,,,
19-Oxocinobufagin,,,19-氧化华蟾酥毒基,,,,,0,0,,,
19-Oxocinobufatalin,,,19-氧化羟基华蟾酥毒基,,,,,0,0,,,
192IR,,,[=radioactive isotope of iridium]192铱,,,,,0,0,,,
192Iridium,,,192铱,,,,,0,0,,,
193PT,,,[=radioactive isotope of platinum]193铂,,,,,0,0,,,
194IR,,,[=radioactive isotope of iridium]194铱,,,,,0,0,,,
197PT,,,[=radioactive isotope of platinum]197铂,,,,,0,0,,,
198,,,[电话] 无线寻呼号码,,,,,0,0,,,
199,,,[电话] 无线寻呼号码,,,,,0,0,,,
19S antibody,,,[免疫] １９Ｓ抗体,,,,,0,0,,,
1gl (abbreviation),,,1GL(缩写),,,,,0,0,,,
1H,,,[=protium]氕,,,,,0,0,,,
1H-benzopyrazole,,,1H-苯并吡唑 {吲唑},,,,,0,0,,,
1H-NMR,,,氢谱,,,,,0,0,,,
1H-pyrrolizine,,,"1H-吲【口巾】, 1H-吡【口巾】",,,,,0,0,,,
1L-myo-Inositol-1-phosphatase,,,1L-肌-肌醇-1-磷酸酶,,,,,0,0,,,
1s,,,[电话] 美利坚合众国电话区位码\n(1 的复数),,,,,0,0,0:1/1:s,,
1st,,s indicating the beginning unit in a series,abbr. 第一（first）,,,,,0,0,,,
1st brain ventricle,,,第一脑室,,,,,0,0,,,
1VD,,,[=single vessel disease]单血管病,,,,,0,0,,,
2 - naphthylamine - 6 - sulfonic acid,,,[有机化学] 布咙酸,,,,,0,0,,,
2 binary 1 quaternary,,,2个二进制位元编码为四进制讯号,,,,,0,0,,,
2 out of 3 system,,,取二系统,,,,,0,0,,,
2 out of 4 system,,,取二系统,,,,,0,0,,,
2 pages,,,两页,,,,,0,0,,,
2 x2 table,,,四分表；二乘二表(统计学),,,,,0,0,,,
2'(3')-Polynucleotidase,,,2'(3')-聚核苷酸酶,,,,,0,0,,,
2'-5'a,,,[=2'-5' oligoadenylate]2'-5'寡腺苷酸,,,,,0,0,,,
2'-Acetylthiamine,,,2'-乙酰硫胺素,,,,,0,0,,,
2'-chloroacetoacetanilide,,,2'-氯乙醯乙醯苯胺,,,,,0,0,,,
2'-CMP,,,[=cytidine-2'-monophosphage(2'-cytidylic acid)]2'-磷酸胞苷,,,,,0,0,,,
2'-deoxy-5-iodo-uridine,,,"脱氧碘尿核甙,碘甙,疱疹净",,,,,0,0,,,
2'-Deoxy-5-iodouridine,,,碘苷,,,,,0,0,,,
2'-deoxyadenosine,,,2'-脱氧腺苷,,,,,0,0,,,
2'-deoxyadenosine-5'-phosphate,,,2'-去氧腺苷酸,,,,,0,0,,,
2'-Deoxycoformycin,,,2'-去氧肋间型霉素,,,,,0,0,,,
2'-deoxycytidine-5'-phosphate,,,2'-去氧胞苷酸,,,,,0,0,,,
2'-deoxyformycin,,,2'-脱氧间型霉素,,,,,0,0,,,
2'-deoxyguanosine,,,2'-脱氧鸟苷,,,,,0,0,,,
2'-deoxyguanosine-5'-phosphate,,,2'-去氧鸟苷酸,,,,,0,0,,,
2'-Deoxyguansine,,,2-脱氧鸟苷,,,,,0,0,,,
2'-deoxynucleoside,,,2'-脱氧核苷,,,,,0,0,,,
2'-deoxythymidine,,,"2'-脱氧胸腺嘧啶核苷,2'-脱氧胸苷",,,,,0,0,,,
2'-deoxytubercidin,,,2'-脱氧杀结核菌素,,,,,0,0,,,
2'-Deoxyuridine,,,2'-脱氧尿苷,,,,,0,0,,,
